,Movie Name,Year of Release,Watch Time,Movie Rating,Metascore of movie,Gross,Votes,Description
669,GATTACA,1997,106,7.8,64,12.34,"3,14,373",A genetically inferior man assumes the identity of a superior one in order to pursue his lifelong dream of space travel.
670,The Fall,I 2006,117,7.8,64,2.28,"1,14,753","In a hospital on the outskirts of 1920s Los Angeles, an injured stuntman begins to tell a fellow patient, a little girl with a broken arm, a fantastic story of five mythical heroes. Thanks to his fractured state of mind and her vivid imagination, the line between fiction and reality blurs as the tale advances."
671,La montaña sagrada,1973,114,7.8,76,0.06,"45,907","In a corrupt, greed-fueled world, a powerful alchemist leads a messianic character and seven materialistic figures to the Holy Mountain, where they hope to achieve enlightenment."
672,Walk the Line,2005,136,7.8,72,119.52,"2,59,051","A chronicle of country music legend Johnny Cash's life, from his early days on an Arkansas cotton farm to his rise to fame with Sun Records in Memphis, where he recorded alongside Elvis Presley, Jerry Lee Lewis, and Carl Perkins."
673,The Day of the Jackal,1973,143,7.8,80,16.06,"42,949","In the aftermath of France allowing Algeria's independence, a group of resentful military veterans hire a professional assassin codenamed ""Jackal"" to kill President Charles de Gaulle."
674,Kramer vs. Kramer,1979,105,7.8,77,106.26,"1,50,521","After his wife leaves him, a work-obsessed Manhattan advertising executive is forced to learn long-neglected parenting skills, but a heated custody battle over the couple's young son deepens the wounds left by the separation."
675,The Remains of the Day,1993,134,7.8,86,22.95,"79,562",A butler who sacrificed body and soul to service in the years leading up to World War II realizes too late how misguided his loyalty was to his lordly employer.
676,The Insider,1999,157,7.8,84,28.97,"1,75,847",A research chemist comes under personal and professional attack when he decides to appear in a 60 Minutes exposé on Big Tobacco.
677,Män som hatar kvinnor,2009,152,7.8,76,10.1,"2,20,269",A journalist is aided by a young female hacker in his search for the killer of a woman who has been dead for forty years.
678,Glory,1989,122,7.8,78,26.83,"1,40,071","Robert Gould Shaw leads the U.S. Civil War's first all-black volunteer company, fighting prejudices from both his own Union Army, and the Confederates."
679,How to Train Your Dragon 2,2014,102,7.8,77,177,"3,51,114","When Hiccup and Toothless discover an ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace."
680,Mississippi Burning,1988,128,7.8,65,34.6,"1,05,287",Two F.B.I. Agents with wildly different styles arrive in Mississippi to investigate the disappearance of some civil rights activists.
681,Majo no takkyûbin,1989,103,7.8,85,,"1,54,293","A young witch, on her mandatory year of independent life, finds fitting into a new community difficult while she supports herself by running an air courier service."
682,Hunt for the Wilderpeople,2016,101,7.8,81,5.2,"1,36,291",A national manhunt is ordered for a rebellious kid and his foster uncle who go missing in the wild New Zealand bush.
683,The King of Comedy,1982,109,7.8,73,2.5,"1,11,083","Rupert Pupkin is a passionate yet unsuccessful comic who craves nothing more than to be in the spotlight and to achieve this, he stalks and kidnaps his idol to take the spotlight for himself."
684,The Conversation,1974,113,7.8,87,4.42,"1,16,744","A paranoid, secretive surveillance expert has a crisis of conscience when he suspects that the couple he is spying on will be murdered."
685,Dawn of the Dead,1978,127,7.8,71,5.1,"1,24,891","During an escalating zombie epidemic, two Philadelphia SWAT team members, a traffic reporter and his TV executive girlfriend seek refuge in a secluded shopping mall."
686,Changeling,2008,141,7.8,63,35.74,"2,60,921",Grief-stricken mother Christine Collins takes on the L.A.P.D. to her own detriment when they try to pass off an obvious impostor as her missing child.
687,Night of the Living Dead,1968,96,7.8,89,0.09,"1,34,134",A ragtag group of Pennsylvanians barricade themselves in an old farmhouse to remain safe from a horde of flesh-eating ghouls that are ravaging the East Coast of the United States.
688,Gaslight,1944,114,7.8,78,,"31,733","Ten years after her aunt was murdered in their London home, a woman returns from Italy in the 1880s to resume residence with her new husband. His obsessive interest in the home rises from a secret that may require driving his wife insane."
689,La migliore offerta,2013,131,7.8,49,0.09,"1,24,280",A lonely art expert working for a mysterious and reclusive heiress finds not only her art worth examining.
690,The Right Stuff,1983,193,7.8,91,21.5,"63,750","The U.S. space program's development from the breaking of the sound barrier to selection of the Mercury 7 astronauts, from a group of test pilots with a more seat-of-the-pants approach than the program's more cautious engineers preferred."
691,Letters from Iwo Jima,2006,141,7.8,89,13.76,"1,67,040","The story of the battle of Iwo Jima between the United States and Imperial Japan during World War II, as told from the perspective of the Japanese who fought it."
692,The Killing Fields,1984,141,7.8,76,34.7,"57,641","A journalist is trapped in Cambodia during tyrant Pol Pot's bloody 'Year Zero' cleansing campaign, which claimed the lives of two million 'undesirable' civilians."
693,Les parapluies de Cherbourg,1964,91,7.8,86,0.03,"29,619",A young woman separated from her lover by war faces a life-altering decision.
694,All That Jazz,1979,123,7.8,72,37.82,"33,742","Director/choreographer Bob Fosse tells his own life story as he details the sordid career of Joe Gideon, a womanizing, drug-using dancer."
695,Ed Wood,1994,127,7.8,70,5.89,"1,80,542",Ambitious but troubled movie director Edward D. Wood Jr. tries his best to fulfill his dreams despite his lack of talent.
696,My Fair Lady,1964,170,7.8,95,72,"98,938","In 1910s London, snobbish phonetics professor Henry Higgins agrees to a wager that he can make crude flower girl, Eliza Doolittle, presentable in high society."
697,October Sky,1999,108,7.8,71,32.48,"95,181","The true story of Homer Hickam, a coal miner's son who was inspired by the first Sputnik launch to take up rocketry against his father's wishes."
698,Cabaret,1972,124,7.8,80,42.77,"57,486",A female girlie club entertainer in Weimar Republic era Berlin romances two men while the Nazi Party rises to power around them.
699,Days of Heaven,1978,94,7.8,93,,"60,617",A hot-tempered farm laborer convinces the woman he loves to marry their rich but dying boss so that they can have a claim to his fortune.
700,The Outlaw Josey Wales,1976,135,7.8,69,31.8,"77,266",Missouri farmer Josey Wales joins a Confederate guerrilla unit and winds up on the run from the Union soldiers who murdered his family.
701,My Left Foot: The Story of Christy Brown,1989,103,7.8,97,14.74,"77,442","Christy Brown, born with cerebral palsy, learns to paint and write with his only controllable limb - his left foot."
702,The Day the Earth Stood Still,1951,92,7.8,83,,"84,093","An alien lands in Washington, D.C. and tells the people of Earth that they must live peacefully or be destroyed as a danger to other planets."
703,Manhattan,1979,96,7.8,83,45.7,"1,43,735",The life of a divorced television writer dating a teenage girl is further complicated when he falls in love with his best friend's mistress.
704,Batman: Mask of the Phantasm,1993,76,7.8,65,5.62,"54,175",Batman is wrongly implicated in a series of murders of mob bosses actually committed by a new vigilante assassin.
705,Breaking the Waves,1996,159,7.8,81,4.04,"69,609","Oilman Jan is paralyzed in an accident. His wife, who prayed for his return, feels guilty; even more, when Jan urges her to have sex with another."
706,Once,I 2007,86,7.8,90,9.44,"1,19,263","A modern-day musical about a busker and an immigrant and their eventful week in Dublin, as they write, rehearse and record songs that tell their love story."
707,Guess Who's Coming to Dinner,1967,108,7.8,63,56.7,"47,432",A couple's attitudes are challenged when their daughter introduces them to her African-American fiancé.
708,East of Eden,1955,118,7.8,72,,"47,506","Two brothers in 1910s California struggle to maintain their strict, Bible-toting father's favor as an old secret about their long-absent mother comes to light."
709,Loving Vincent,2017,94,7.8,62,6.74,"60,975","In a story depicted in oil painted animation, a young man comes to the last hometown of painter Vincent van Gogh to deliver the troubled artist's final letter and ends up investigating his final days there."
710,Mimi wo sumaseba,1995,111,7.8,75,,"67,650","A love story between a girl who loves reading books, and a boy who has previously checked out all of the library books she chooses."
711,Pride,I 2014,119,7.8,79,,"60,002",U.K. gay activists work to help miners during their lengthy strike of the National Union of Mineworkers in the summer of 1984.
712,Freaks,1932,64,7.8,80,0.63,"48,616","A circus' beautiful trapeze artist agrees to marry the leader of side-show performers, but his deformed friends discover she is only marrying him for his inheritance."
713,Lilja 4-ever,2002,109,7.8,83,0.18,"47,527","Sixteen-year-old Lilja and her only friend, the young boy Volodja, live in Russia, fantasizing about a better life. One day, Lilja falls in love with Andrej, who is going to Sweden, and invites Lilja to come along and start a new life."
714,Chugyeokja,2008,125,7.8,64,,"69,807",A disgraced ex-policeman who runs a small ring of prostitutes finds himself in a race against time when one of his women goes missing.
715,Hannah and Her Sisters,1986,107,7.8,90,40.08,"73,918","Between two Thanksgivings two years apart, Hannah's husband falls in love with her sister Lee, while her hypochondriac ex-husband rekindles his relationship with her sister Holly."
716,"Aguirre, der Zorn Gottes",1972,95,7.8,,,"59,643","In the 16th century, the ruthless and insane Don Lope de Aguirre leads a Spanish expedition in search of El Dorado."
